,FIPS,air_particulate,Year
2265,41035,7.7,2019
2266,41037,6.5,2019
2267,41039,9.9,2019
2268,41041,7.1,2019
2269,41043,8.8,2019
2270,41045,9,2019
2271,41047,9.1,2019
2272,41049,7.9,2019
2273,41051,8.4,2019
2274,41053,8.5,2019
2275,41055,6.7,2019
2276,41057,6.4,2019
2277,41059,8.8,2019
2278,41061,6.4,2019
2279,41063,6.7,2019
2280,41065,6.9,2019
2281,41067,8.8,2019
2282,41069,5.8,2019
2283,41071,8.5,2019
2284,42000,10.6,2019
2285,42001,10.6,2019
2286,42003,13.3,2019
2287,42005,11.9,2019
2288,42007,11,2019
2289,42009,10.6,2019
2290,42011,10,2019
2291,42013,11.2,2019
2292,42015,9,2019
2293,42017,10.1,2019
2294,42019,11.9,2019
2295,42021,11.6,2019
2296,42023,8.9,2019
2297,42025,10.2,2019
2298,42027,8.9,2019
2299,42029,10.4,2019
2300,42031,10.9,2019
2301,42033,10.8,2019
2302,42035,9.7,2019
2303,42037,10.5,2019
2304,42039,10.9,2019
2305,42041,9.8,2019
2306,42043,10.7,2019
2307,42045,11.9,2019
2308,42047,9.8,2019
2309,42049,10.9,2019
2310,42051,11.5,2019
2311,42053,9.8,2019
2312,42055,10.4,2019
2313,42057,9.9,2019
2314,42059,11,2019
2315,42061,10.8,2019
2316,42063,11.7,2019
2317,42065,10.8,2019
2318,42067,10.9,2019
2319,42069,9.9,2019
2320,42071,11.2,2019
2321,42073,11.4,2019
2322,42075,12.9,2019
2323,42077,11.2,2019
2324,42079,10.3,2019
2325,42081,10.1,2019
2326,42083,9.3,2019
2327,42085,9.9,2019
2328,42087,10.5,2019
2329,42089,9.9,2019
2330,42091,9.2,2019
2331,42093,10.6,2019
2332,42095,10,2019
2333,42097,11.2,2019
2334,42099,11.4,2019
2335,42101,11.2,2019
2336,42103,9,2019
2337,42105,8.6,2019
2338,42107,11.5,2019
2339,42109,11,2019
2340,42111,10.7,2019
2341,42113,8.9,2019
2342,42115,9.2,2019
2343,42117,8.5,2019
2344,42119,10.7,2019
2345,42121,10.8,2019
2346,42123,9.9,2019
2347,42125,10.3,2019
2348,42127,9.2,2019
2349,42129,9.8,2019
2350,42131,9.5,2019
2351,42133,10.7,2019
2352,44000,6.6,2019
2353,44001,6.8,2019
2354,44003,6.6,2019
2355,44005,6.5,2019
2356,44007,7.5,2019
2357,44009,6.4,2019
2358,45000,10.2,2019
2359,45001,10.4,2019
2360,45003,11.3,2019
2361,45005,10.2,2019
2362,45007,11,2019
2363,45009,10.2,2019
2364,45011,10.4,2019
2365,45013,10.1,2019
2366,45015,9.9,2019
2367,45017,10.2,2019
2368,45019,8.9,2019
2369,45021,10.5,2019
2370,45023,10.3,2019
2371,45025,10,2019
2372,45027,10.1,2019
2373,45029,10,2019
2374,45031,10.3,2019
2375,45033,10.1,2019
2376,45035,10,2019
2377,45037,10.3,2019
2378,45039,10.1,2019
2379,45041,10.2,2019
2380,45043,9.4,2019
2381,45045,9.5,2019
2382,45047,10.5,2019
2383,45049,10.2,2019
2384,45051,9.8,2019
2385,45053,10.2,2019
2386,45055,10.3,2019
2387,45057,10.8,2019
2388,45059,10.6,2019
2389,45061,10.2,2019
2390,45063,10,2019
2391,45065,10.5,2019
2392,45067,9.9,2019
2393,45069,10.3,2019
2394,45071,10.2,2019
2395,45073,10.2,2019
2396,45075,10.5,2019
2397,45077,10.4,2019
2398,45079,9.8,2019
2399,45081,10.3,2019
2400,45083,9.5,2019
2401,45085,10.5,2019
2402,45087,10.2,2019
2403,45089,9.8,2019
2404,45091,11,2019
2405,46000,5.6,2019
2406,46003,6.2,2019
2407,46005,6.2,2019
2408,46007,4.8,2019
2409,46009,7.3,2019
2410,46011,6.9,2019
2411,46013,5.9,2019
2412,46015,6,2019
2413,46017,5.8,2019
2414,46019,5.1,2019
2415,46021,5.2,2019
2416,46023,6.8,2019
2417,46025,5.6,2019
2418,46027,8.2,2019
2419,46029,5.4,2019
2420,46031,5.1,2019
2421,46033,3.8,2019
2422,46035,6.8,2019
2423,46037,5.5,2019
2424,46039,5.7,2019
2425,46041,5.1,2019
2426,46043,6.5,2019
2427,46045,5.7,2019
2428,46047,3.7,2019
2429,46049,5.5,2019
2430,46051,5.5,2019
2431,46053,6,2019
2432,46055,4.9,2019
2433,46057,5.7,2019
2434,46059,5.7,2019
2435,46061,6.8,2019
2436,46063,4.9,2019
2437,46065,5.6,2019
2438,46067,7.3,2019
2439,46069,5.6,2019
2440,46071,4.8,2019
2441,46073,6.1,2019
2442,46075,5.2,2019
2443,46077,6.2,2019
2444,46079,6.9,2019
2445,46081,5,2019
2446,46083,8.3,2019
2447,46085,5.6,2019
2448,46087,7.2,2019
2449,46089,5.3,2019
2450,46091,5.4,2019
2451,46093,5.5,2019
2452,46095,5,2019
2453,46097,6.5,2019
2454,46099,8,2019
2455,46101,7.1,2019
2456,46113,4.5,2019
2457,46103,5.5,2019
2458,46105,4.9,2019
2459,46107,5.4,2019
2460,46109,5.8,2019
2461,46111,6.3,2019
2462,46115,5.9,2019
2463,46117,5.2,2019
2464,46119,5.4,2019
2465,46121,5.2,2019
2466,46123,5.5,2019
2467,46125,7.7,2019
2468,46127,8.7,2019
2469,46129,5.4,2019
2470,46135,7.8,2019
2471,46137,4.9,2019
2472,47000,10,2019
2473,47001,10.3,2019
2474,47003,10.5,2019
2475,47005,10,2019
2476,47007,9.4,2019
2477,47009,10.1,2019
2478,47011,10.7,2019
2479,47013,9.7,2019
2480,47015,9.7,2019
2481,47017,10.2,2019
2482,47019,9.4,2019
2483,47021,10.6,2019
2484,47023,9.7,2019
2485,47025,10,2019
2486,47027,9.9,2019
2487,47029,9.6,2019
2488,47031,10.2,2019
2489,47033,10.1,2019
2490,47035,9.3,2019
2491,47037,10.6,2019
2492,47039,9.7,2019
2493,47041,9.7,2019
2494,47043,10.2,2019
2495,47045,10.2,2019
2496,47047,10,2019
2497,47049,9.1,2019
2498,47051,10.2,2019
2499,47053,10.4,2019
2500,47055,10.6,2019
2501,47057,10.3,2019
2502,47059,10,2019
2503,47061,9.6,2019
2504,47063,10.3,2019
2505,47065,10.9,2019
2506,47067,9.7,2019
2507,47069,9.7,2019
2508,47071,9.8,2019
2509,47073,10.4,2019
2510,47075,10,2019
2511,47077,9.9,2019
2512,47079,10.4,2019
2513,47081,9.8,2019
2514,47083,10,2019
2515,47085,10,2019
2516,47087,9.8,2019
2517,47089,10.3,2019
2518,47091,8.6,2019
2519,47093,10.5,2019
2520,47095,10.7,2019
2521,47097,10.2,2019
2522,47099,9.9,2019
2523,47101,9.5,2019
2524,47103,10.6,2019
2525,47105,10.6,2019
2526,47107,10.3,2019
2527,47109,9.9,2019
2528,47111,10.3,2019
2529,47113,10,2019
2530,47115,10.2,2019
2531,47117,10.4,2019
2532,47119,10,2019
2533,47121,10.2,2019
2534,47123,10.7,2019
2535,47125,9.6,2019
2536,47127,10.2,2019
2537,47129,9.4,2019
2538,47131,10.9,2019
2539,47133,9.5,2019
2540,47135,9.5,2019
2541,47137,9.2,2019
2542,47139,9.7,2019
2543,47141,9.6,2019
2544,47143,9.8,2019
2545,47145,10,2019
2546,47147,10.9,2019
2547,47149,11.2,2019
2548,47151,9.3,2019
2549,47153,9.7,2019
2550,47155,10.1,2019
2551,47157,9.5,2019
2552,47159,10,2019
2553,47161,10.3,2019
2554,47163,10.2,2019
2555,47165,10.8,2019
2556,47167,10.1,2019
2557,47169,10.1,2019
2558,47171,8.8,2019
2559,47173,10,2019
2560,47175,9.2,2019
2561,47177,9.6,2019
2562,47179,9.9,2019
2563,47181,9.7,2019
2564,47183,10.6,2019
2565,47185,9.5,2019
2566,47187,11,2019
2567,47189,11.1,2019
2568,48000,8.75,2019
2569,48001,9.9,2019
2570,48003,7.3,2019
2571,48005,9.8,2019
2572,48007,9.3,2019
2573,48009,8.5,2019
2574,48011,6.8,2019
2575,48013,9.6,2019
2576,48015,10.2,2019
2577,48017,6.8,2019
2578,48019,8.9,2019
2579,48021,10.1,2019
2580,48023,7.8,2019
2581,48025,9.4,2019
2582,48027,10.1,2019
2583,48029,10.4,2019
2584,48031,8.9,2019
2585,48033,7.1,2019
2586,48035,9.5,2019
2587,48037,10,2019
2588,48039,11.4,2019
2589,48041,10.1,2019
2590,48043,6.3,2019
2591,48045,6.9,2019
2592,48047,8.6,2019
2593,48049,8.3,2019
2594,48051,9.8,2019
2595,48053,9.1,2019
2596,48055,10.1,2019
2597,48057,9.4,2019
2598,48059,7.9,2019
2599,48061,9.3,2019
2600,48063,9.9,2019
2601,48065,7,2019
2602,48067,9.9,2019
2603,48069,7.3,2019
2604,48071,9.9,2019
2605,48073,10,2019
2606,48075,7.5,2019
2607,48077,8.6,2019
2608,48079,6.8,2019
2609,48081,7.5,2019
2610,48083,7.8,2019
2611,48085,10.9,2019
2612,48087,7.3,2019
2613,48089,9.7,2019
2614,48091,10.2,2019
2615,48093,8.4,2019
2616,48095,7.5,2019
2617,48097,9.8,2019
2618,48099,9.5,2019
2619,48101,7.2,2019
2620,48103,7.1,2019
2621,48105,7.3,2019
2622,48107,7.6,2019
2623,48109,5.9,2019
2624,48111,6,2019
2625,48113,10,2019
2626,48115,7.3,2019
2627,48117,7,2019
2628,48119,9.8,2019
2629,48121,10.9,2019
2630,48123,9.6,2019
2631,48125,7.1,2019
2632,48127,8.1,2019
2633,48129,7,2019
2634,48131,8.5,2019
2635,48133,8.3,2019
2636,48135,7.8,2019
2637,48137,7.3,2019
2638,48139,10.5,2019
2639,48141,9.5,2019
2640,48143,8.8,2019
2641,48145,10,2019
2642,48147,10,2019
2643,48149,9.6,2019
2644,48151,7.6,2019
2645,48153,7.3,2019
2646,48155,7.5,2019
2647,48157,11.7,2019
2648,48159,9.9,2019
2649,48161,10,2019
2650,48163,8.7,2019
2651,48165,7.4,2019
2652,48167,10.3,2019
2653,48169,7.1,2019
2654,48171,8.4,2019
2655,48173,7.2,2019
2656,48175,9.3,2019
2657,48177,9.7,2019
2658,48179,7.1,2019
2659,48181,10.2,2019
2660,48183,10.2,2019
2661,48185,10.2,2019
2662,48187,10.4,2019
2663,48189,7.6,2019
2664,48191,7,2019
2665,48193,8.6,2019
2666,48195,7.1,2019
2667,48197,7.6,2019
2668,48199,9.6,2019
2669,48201,12,2019
2670,48203,10,2019
2671,48205,5.9,2019
2672,48207,7.8,2019
2673,48209,10.3,2019
2674,48211,6.9,2019
2675,48213,10.4,2019
2676,48215,9.4,2019
2677,48217,10.1,2019
2678,48219,7.5,2019
2679,48221,9.6,2019
2680,48223,10.1,2019
2681,48225,9.8,2019
2682,48227,7.5,2019
2683,48229,6.1,2019
2684,48231,10.4,2019
2685,48233,7.1,2019
2686,48235,7.3,2019
2687,48237,8.6,2019
2688,48239,9.5,2019
2689,48241,9.5,2019
2690,48243,5.6,2019
2691,48245,10,2019
2692,48247,8.1,2019
2693,48249,9.1,2019
2694,48251,10.5,2019
2695,48253,8.1,2019
2696,48255,9.4,2019
2697,48257,10.6,2019
2698,48259,9.2,2019
2699,48261,8.4,2019
2700,48263,7.1,2019
2701,48265,8.5,2019
2702,48267,7.5,2019
2703,48269,7.2,2019
2704,48271,7.6,2019
2705,48273,9.1,2019
2706,48275,7.8,2019
2707,48277,9.9,2019
2708,48279,7.5,2019
2709,48281,9,2019
2710,48283,8.2,2019
2711,48285,9.6,2019
2712,48287,9.7,2019
2713,48289,9.7,2019
2714,48291,10.3,2019
2715,48293,9.9,2019
2716,48295,7,2019
2717,48297,9.2,2019
2718,48299,8.8,2019
2719,48301,6.6,2019
2720,48303,8.2,2019
2721,48305,7.4,2019
2722,48307,7.8,2019
2723,48309,10.4,2019
2724,48311,8.5,2019
2725,48313,9.8,2019
2726,48315,9.9,2019
2727,48317,7.5,2019
2728,48319,7.8,2019
2729,48321,9.8,2019
2730,48323,8.2,2019
2731,48325,9.4,2019
2732,48327,7.4,2019
2733,48329,7.9,2019
2734,48331,9.9,2019
2735,48333,8.2,2019
2736,48335,7.4,2019
2737,48337,9.1,2019
2738,48339,11.4,2019
2739,48341,6.9,2019
2740,48343,9.8,2019
2741,48345,7,2019
2742,48347,9.9,2019
2743,48349,10.2,2019
2744,48351,9.5,2019
2745,48353,7.6,2019
2746,48355,9.9,2019
2747,48357,7.1,2019
2748,48359,6.1,2019
2749,48361,9.8,2019
2750,48363,9.1,2019
2751,48365,10,2019
2752,48367,10,2019
2753,48369,7,2019
2754,48371,7,2019
2755,48373,9.9,2019
2756,48375,7.5,2019
2757,48377,5.9,2019
2758,48379,10,2019
2759,48381,7.5,2019
2760,48383,7.2,2019
2761,48385,7.5,2019
2762,48387,9.8,2019
2763,48389,6.7,2019
2764,48391,9.3,2019
2765,48393,6.8,2019
2766,48395,9.8,2019
2767,48397,10.5,2019
2768,48399,7.8,2019
2769,48401,10.2,2019
2770,48403,9.2,2019
2771,48405,9.3,2019
2772,48407,10,2019
2773,48409,9.7,2019
2774,48411,8.1,2019
2775,48413,7.3,2019
2776,48415,7.5,2019
2777,48417,7.7,2019
2778,48419,9.8,2019
2779,48421,6.5,2019
2780,48423,10.3,2019
2781,48425,9.1,2019
2782,48427,8.6,2019
2783,48429,8,2019
2784,48431,7.2,2019
2785,48433,7.4,2019
2786,48435,7.3,2019
2787,48437,7.3,2019
2788,48439,10.6,2019
2789,48441,8.2,2019
2790,48443,7.2,2019
2791,48445,7.3,2019
2792,48447,7.7,2019
2793,48449,10,2019
2794,48451,8,2019
2795,48453,10.5,2019
2796,48455,9.8,2019
2797,48457,9.3,2019
2798,48459,10.1,2019
2799,48461,7.3,2019
2800,48463,8.2,2019
2801,48465,8.1,2019
2802,48467,10.3,2019
2803,48469,9.9,2019
2804,48471,10.1,2019
2805,48473,10.8,2019
2806,48475,7.1,2019
2807,48477,9.9,2019
2808,48479,8.4,2019
2809,48481,10,2019
2810,48483,7.2,2019
2811,48485,8.8,2019
2812,48487,8,2019
2813,48489,8.8,2019
2814,48491,10.4,2019
2815,48493,9.9,2019
2816,48495,7,2019
2817,48497,9.9,2019
2818,48499,10.1,2019
2819,48501,7.3,2019
2820,48503,8.2,2019
2821,48505,7.9,2019
2822,48507,8.3,2019
2823,49000,5.6,2019
2824,49001,4.7,2019
2825,49003,7.3,2019
2826,49005,7.2,2019
2827,49007,5.7,2019
2828,49009,4.4,2019
2829,49011,8.4,2019
2830,49013,6.2,2019
2831,49015,5.5,2019
2832,49017,4.5,2019
2833,49019,5.4,2019
2834,49021,4.8,2019
2835,49023,5.7,2019
2836,49025,4.4,2019
2837,49027,5.6,2019
2838,49029,7.1,2019
2839,49031,4.4,2019
2840,49033,5.5,2019
2841,49035,8.4,2019
2842,49037,5.3,2019
2843,49039,5.4,2019
2844,49041,5,2019
2845,49043,6.8,2019
2846,49045,6.8,2019
2847,49047,6.5,2019
2848,49049,7.7,2019
2849,49051,6.2,2019
2850,49053,5,2019
2851,49055,4.7,2019
2852,49057,8,2019
2853,50000,6.5,2019
2854,50001,6.9,2019
2855,50003,7.7,2019
2856,50005,5.9,2019
2857,50007,6.5,2019
2858,50009,5.8,2019
2859,50011,6.4,2019
2860,50013,6.5,2019
2861,50015,5.4,2019
2862,50017,6.6,2019
2863,50019,6,2019
2864,50021,8.6,2019
2865,50023,6.1,2019
2866,50025,8.2,2019
2867,50027,7.9,2019
2868,51000,8.9,2019
2869,51001,8.7,2019
2870,51003,8.5,2019
2871,51005,8.7,2019
2872,51007,8.9,2019
2873,51009,9.1,2019
2874,51011,9,2019
2875,51013,9.7,2019
2876,51015,8.9,2019
2877,51017,8,2019
2878,51019,9.2,2019
2879,51021,8.6,2019
2880,51023,9,2019
2881,51025,9.3,2019
2882,51027,9.5,2019
2883,51029,8.8,2019
2884,51031,9.5,2019
2885,51033,8.9,2019
2886,51035,9,2019
2887,51036,8.7,2019
2888,51037,9.3,2019
2889,51041,9.3,2019
2890,51043,9,2019
2891,51045,8.4,2019
2892,51047,8.8,2019
2893,51049,8.7,2019
2894,51051,9.4,2019
2895,51053,9.3,2019
2896,51057,8.5,2019
2897,51059,8.3,2019
2898,51061,9.1,2019
2899,51063,8.7,2019
2900,51065,8.7,2019
2901,51067,9.4,2019
2902,51069,9.1,2019
2903,51071,8.8,2019
2904,51073,8.7,2019
2905,51075,9,2019
2906,51077,8.7,2019
2907,51079,8.5,2019
2908,51081,9.3,2019
2909,51083,9.9,2019
2910,51085,9.2,2019
2911,51087,8.5,2019
2912,51089,9.7,2019
2913,51091,7.7,2019
2914,51093,9,2019
2915,51095,8.8,2019
2916,51097,8.6,2019
2917,51099,8.8,2019
2918,51101,8.8,2019
2919,51103,8.5,2019
2920,51105,9.8,2019
2921,51107,9.6,2019
2922,51109,8.8,2019
2923,51111,9.2,2019
2924,51113,8.4,2019
2925,51115,8.4,2019
2926,51117,9.7,2019
2927,51119,8.6,2019
2928,51121,9,2019
2929,51125,8.5,2019
2930,51127,8.8,2019
2931,51131,8.4,2019
2932,51133,8.6,2019
2933,51135,9,2019
2934,51137,8.8,2019
2935,51139,8.4,2019
2936,51141,9.1,2019
2937,51143,10.1,2019
2938,51145,9,2019
2939,51147,9,2019
2940,51149,9.2,2019
2941,51153,9.5,2019
2942,51155,9,2019
2943,51157,8.3,2019
2944,51159,8.4,2019
2945,51161,8.1,2019
2946,51163,8.6,2019
2947,51165,8.9,2019
2948,51167,9.4,2019
2949,51169,10.1,2019
2950,51171,8.8,2019
2951,51173,8.8,2019
2952,51175,9.1,2019
2953,51177,9,2019
2954,51179,9.1,2019
2955,51181,8.6,2019
2956,51183,9.1,2019
2957,51185,9,2019
2958,51187,8.7,2019
2959,51191,9.5,2019
2960,51193,8.7,2019
2961,51195,9.6,2019
2962,51197,8.8,2019
2963,51199,8.9,2019
2964,51510,9.7,2019
2965,51520,9.4,2019
2966,51530,8.4,2019
2967,51540,8.7,2019
2968,51550,9,2019
2969,51570,9.2,2019
2970,51580,8.5,2019
2971,51590,10,2019
2972,51595,9.2,2019
2973,51600,9.5,2019
2974,51610,9.7,2019
2975,51620,8.8,2019
2976,51630,8.8,2019
2977,51640,8.6,2019
2978,51650,8.7,2019
2979,51660,8.8,2019
2980,51670,9.2,2019
2981,51678,8.4,2019
2982,51680,9.1,2019
2983,51683,9.2,2019
2984,51685,9.2,2019
2985,51690,9.5,2019
2986,51700,9,2019
2987,51710,8.8,2019
2988,51720,9.1,2019
2989,51730,9.2,2019
2990,51735,8.7,2019
2991,51740,9,2019
2992,51750,8.9,2019
2993,51760,9.3,2019
2994,51770,9,2019
2995,51775,8.8,2019
2996,51790,8.6,2019
2997,51800,9.1,2019
2998,51810,8.2,2019
2999,51820,8.6,2019
3000,51830,8.7,2019
3001,51840,9,2019
3002,53000,7.4,2019
3003,53001,9.3,2019
3004,53003,8.6,2019
3005,53005,9.2,2019
3006,53007,6.9,2019
3007,53009,5.8,2019
3008,53011,8.3,2019
3009,53013,7.1,2019
3010,53015,6.9,2019
3011,53017,7.5,2019
3012,53019,6.5,2019
3013,53021,9.4,2019
3014,53023,7.5,2019
3015,53025,9.2,2019
3016,53027,6.1,2019
3017,53029,7.4,2019
3018,53031,6.1,2019
3019,53033,7.5,2019
3020,53035,7,2019
3021,53037,6.7,2019
3022,53039,6.4,2019
3023,53041,6.8,2019
3024,53043,8.8,2019
3025,53045,5.9,2019
3026,53047,7.1,2019
3027,53049,6.2,2019
3028,53051,9,2019
3029,53053,7.1,2019
3030,53055,7.3,2019
3031,53057,7.5,2019
3032,53059,6.2,2019
3033,53061,8.1,2019
3034,53063,11.7,2019
3035,53065,9,2019
3036,53067,7.2,2019
3037,53069,5.9,2019
3038,53071,8.5,2019
3039,53073,9.5,2019
3040,53075,9.6,2019
3041,53077,7.9,2019
3042,54000,9.6,2019
3043,54001,8.8,2019
3044,54003,9.7,2019
3045,54005,9.9,2019
3046,54007,9.1,2019
3047,54009,11.3,2019
3048,54011,10.4,2019
3049,54013,9.7,2019
3050,54015,9.3,2019
3051,54017,9.9,2019
3052,54019,9.4,2019
3053,54021,9.5,2019
3054,54023,8.1,2019
3055,54025,8.7,2019
3056,54027,8.6,2019
3057,54029,10.9,2019
3058,54031,8.2,2019
3059,54033,9.6,2019
3060,54035,10.3,2019
3061,54037,9.6,2019
3062,54039,10.4,2019
3063,54041,9.4,2019
3064,54043,10.1,2019
3065,54045,9.8,2019
3066,54047,9.3,2019
3067,54049,10,2019
3068,54051,10.9,2019
3069,54053,10.5,2019
3070,54055,8.9,2019
3071,54057,8.7,2019
3072,54059,9.8,2019
3073,54061,9.7,2019
3074,54063,8.7,2019
3075,54065,9.2,2019
3076,54067,9.1,2019
3077,54069,10.9,2019
3078,54071,7.9,2019
3079,54073,10.3,2019
3080,54075,8.1,2019
3081,54077,9.1,2019
3082,54079,10.3,2019
3083,54081,9.2,2019
3084,54083,8.3,2019
3085,54085,10.1,2019
3086,54087,9.8,2019
3087,54089,8.7,2019
3088,54091,9.4,2019
3089,54093,8.2,2019
3090,54095,10.4,2019
3091,54097,8.9,2019
3092,54099,10.5,2019
3093,54101,8.4,2019
3094,54103,10.5,2019
3095,54105,9.9,2019
3096,54107,10.6,2019
3097,54109,9.3,2019
3098,55000,8.6,2019
3099,55001,8.8,2019
3100,55003,6.3,2019
3101,55005,7.2,2019
3102,55007,6.2,2019
3103,55009,9.1,2019
3104,55011,8.2,2019
3105,55013,6.7,2019
3106,55015,9.7,2019
3107,55017,7.9,2019
3108,55019,7.9,2019
3109,55021,9.7,2019
3110,55023,9,2019
3111,55025,9.4,2019
3112,55027,9.7,2019
3113,55029,8.3,2019
3114,55031,6.9,2019
3115,55033,7.8,2019
3116,55035,8,2019
3117,55037,6.6,2019
3118,55039,9.8,2019
3119,55041,6.8,2019
3120,55043,9.5,2019
3121,55045,10.2,2019
3122,55047,9.2,2019
3123,55049,9.3,2019
3124,55051,6.3,2019
3125,55053,8.2,2019
3126,55055,10.6,2019
3127,55057,8.7,2019
3128,55059,11.2,2019
3129,55061,8.8,2019
3130,55063,8.5,2019
3131,55065,9.9,2019
3132,55067,7.5,2019
3133,55069,7.4,2019
3134,55071,9.5,2019
3135,55073,8.2,2019
3136,55075,8.1,2019
3137,55077,9,2019
3138,55078,8,2019
3139,55079,11.5,2019
3140,55081,8.5,2019
3141,55083,8.6,2019
3142,55085,7,2019
3143,55087,8.7,2019
3144,55089,10.5,2019
3145,55091,7.9,2019
3146,55093,8.1,2019
3147,55095,7.4,2019
3148,55097,8.6,2019
3149,55099,6.8,2019
3150,55101,11.7,2019
3151,55103,8.8,2019
3152,55105,10.9,2019
3153,55107,7,2019
3154,55109,8.1,2019
3155,55111,9,2019
3156,55113,6.6,2019
3157,55115,8.6,2019
3158,55117,9.8,2019
3159,55119,7.3,2019
3160,55121,8.4,2019
3161,55123,8.7,2019
3162,55125,6.5,2019
3163,55127,11.2,2019
3164,55129,6.5,2019
3165,55131,10.7,2019
3166,55133,11.3,2019
3167,55135,8.8,2019
3168,55137,8.9,2019
3169,55139,9.8,2019
3170,55141,8.5,2019
3171,56000,4.8,2019
3172,56001,3.7,2019
3173,56003,5.4,2019
3174,56005,5.8,2019
3175,56007,3,2019
3176,56009,3.4,2019
3177,56011,4.9,2019
3178,56013,5.4,2019
3179,56015,4.5,2019
3180,56017,4.2,2019
3181,56019,4.2,2019
3182,56021,4.6,2019
3183,56023,5.7,2019
3184,56025,3.9,2019
3185,56027,3.3,2019
3186,56029,5.3,2019
3187,56031,3.6,2019
3188,56033,5.7,2019
3189,56035,5.1,2019
3190,56037,5.1,2019
3191,56039,4.9,2019
3192,56041,5.9,2019
3193,56043,4.8,2019
3194,56045,4.1,2019
